CustomerID,Age,Gender,Location,IncomeLevel,PurchaseFrequency,AvgOrderValue,RecencyDays,TenureDays,Churned,CLV
CUST2971,35,Female,Rural,Low,7,61.91,80,416,0,493.92
CUST2972,57,Female,Rural,Low,5,48.3,17,1403,0,928.29
CUST2973,38,Female,Urban,High,6,60.07,138,670,0,661.59
CUST2974,32,Female,Rural,Low,3,41.28,140,1744,0,591.72
CUST2975,50,Female,Urban,Medium,5,56.02,339,1151,1,441.64
CUST2976,52,Male,Urban,Low,4,55.7,40,1987,0,1212.89
CUST2977,43,Male,Urban,Medium,2,66.68,168,1096,0,400.45
CUST2978,25,Male,Urban,Medium,5,30.3,74,212,1,44.0
CUST2979,53,Female,Rural,Low,6,57.11,74,726,0,681.56
CUST2980,47,Male,Urban,Low,3,26.67,50,594,0,130.21
CUST2981,40,Female,Urban,Medium,6,87.51,10,1793,0,2579.27
CUST2982,59,Female,Urban,Medium,6,41.62,103,1726,0,1180.87
CUST2983,61,Female,Urban,Low,4,16.9,350,1288,0,238.54
CUST2984,31,Female,Urban,Medium,5,105.55,299,475,0,686.8
CUST2985,31,Male,Suburban,Low,3,39.58,339,1923,1,312.79
CUST2986,19,Female,Urban,High,3,51.9,104,1960,0,836.09
CUST2987,54,Female,Rural,Medium,4,16.09,290,229,1,20.19
CUST2988,22,Male,Rural,Low,3,48.94,280,977,0,392.99
CUST2989,55,Male,Urban,Medium,5,83.45,142,542,0,619.59
CUST2990,62,Female,Rural,Medium,7,64.1,297,1579,1,970.54
CUST2991,58,Female,Urban,Low,5,15.98,170,1019,1,111.53
CUST2992,64,Male,Urban,Medium,6,34.74,13,242,0,138.2
CUST2993,31,Female,Urban,Low,1,68.36,157,1431,0,268.01
CUST2994,56,Female,Urban,Low,2,62.73,174,1842,1,316.57
CUST2995,42,Male,Suburban,Low,7,40.28,162,575,1,222.09
CUST2996,37,Other,Suburban,Medium,10,57.94,132,515,1,408.75
CUST2997,19,Female,Urban,Low,4,26.04,28,1414,0,403.51
CUST2998,56,Female,Suburban,Medium,6,23.86,83,1835,0,719.72
CUST2999,23,Female,Urban,Medium,6,10.0,363,197,0,32.38
